aadtenantid,intuneaccountid,Number Of Inference Device
b2638fba-4ed9-4d45-88c7-359e65035b5a,eb81c22f-8e59-42a7-8c32-d505923e7b0f,1
73741ccd-d6bb-4564-8b7d-c8cd5cb3d3ae,80203196-5537-4301-8fc1-6a8b03cc9d82,1
257e153e-d399-493c-8b94-2425235618be,00a5ce70-6319-4dc1-8629-3d9047d3f463,1
ee0a8077-6421-443f-9fd8-0ac68f820299,4056c3dd-6dfb-424e-b4a3-c6a169d3a937,1
ca45368b-a505-423d-8464-3f699c610ac6,ad380d74-f4b2-4312-8d5d-121b7e39db41,1
1b56718b-b35b-4804-aa52-93566b03e13d,49376bdf-daa7-4913-bb67-296bb85db0ad,1
640f6727-ae5a-4942-baaa-2c2bae46ce2e,de464209-a171-4185-a08f-00e5e682409b,1
ec36f213-245a-4e9c-8a1f-91790040de8e,a2315252-0c95-4e49-afc8-99ead9462949,1
0f6e6f36-3cf8-4160-a4bb-2fa287b8b54c,6c0bcd60-e92d-4123-9ffc-f469ee51d93c,1
618cf28d-68c8-4b16-8f2a-ba960b18936b,2bccb9d0-7b4d-4adb-a65d-3cf159bf16ce,1
4f0ad712-06df-4d03-9692-8248134729a5,e8695dc2-44e2-4a0c-a7bf-d0d82c429be7,1
2edfb3a3-8822-4c58-b86e-96cef16ff537,9ff91330-b336-4fb2-898c-f2862b41baa8,1
f90bd2e7-b5c0-4b25-9e27-226ff8b6c17b,758fbec0-25c6-47ee-9bef-434c62939b15,1
f2273034-8793-497e-bfb1-80e96be92bd1,ecb3ab7c-5acf-445a-87eb-4b0e57514854,1
37b78751-4814-4d4c-a974-008965c017bd,bc7412d3-8276-465d-8d83-b798d2cee246,1
4989c166-83f4-4dd3-a543-a00bc9f22088,189e72ab-457e-4329-92c5-cc1bfe66cef7,1
bcbe36f3-1d1c-4985-a655-1b47b1a7b6ec,e2677ca5-2c4f-4853-8246-a2098238c949,1
9c659132-c460-477c-ad39-73893c2efe75,13f8d2f1-8c79-4a7f-b18c-20abfe125f8a,1
8c0aa3fa-baaf-4713-a02e-487637cf14be,4637f244-e741-4af1-b3ac-5f38ae0c29bd,16
a1b03033-8a3d-4443-a90b-0f3298ffbf90,07667970-aa53-4d14-a483-2a3b2e55f650,3
ff8a34aa-31fe-4a22-9c22-29e2af4a065d,f9d3d44e-3903-482e-ba59-8f1e435eafcd,2
7258b7f8-6ebb-427d-91bd-24b91e4167cb,4b2bef3f-9466-4b75-8daf-573b45a6a9fe,2
7402c420-0163-48dd-afa2-6c4f07fcebc8,b510fde3-5950-44bf-ad81-07dc3cc3290e,1
e4140c25-dd8f-4f4c-92fa-a18049818d8f,036671ec-d39f-4230-bc7b-885fa1773f46,1
1a779371-46bf-4b4f-b5c2-b878c4e3bf0a,7a785439-5933-43f1-982c-3f079da49035,1
ca237dfd-4dcb-49d7-a274-c2c46adabf08,cd53749e-d41d-4361-b0c4-d8ee954c5426,1
6eb6f1fa-b429-4959-9228-883d677541b6,db3ede40-db83-4d56-b296-0db8701b2e44,1
89bf4e1a-5d95-4c95-905f-898c60867c6f,81548820-4e4a-4891-8280-7550e7b0ef33,1
f6d2d153-e0ee-434f-ab31-a24b12136665,c89b7656-c938-4aef-9be2-601e14863442,1
4667a01a-1fc7-4b65-9677-3445936e5e10,f5e5de5c-f963-4590-a903-9f25a7676162,1
b2bb6997-5de6-4dac-9e6a-84c2a3e4783e,8255ce0e-1d44-4663-9664-9190665a5117,1
